,id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,season,city,venue,toss_winner,toss_decision,team1,team2,winner,result,umpire1,umpire2,player_of_match
144,419135,181,6,126,157,5,125,2010,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,Hyderabad,Kolkata,runs,K Hariharan,DJ Harper,SC Ganguly
145,419136,181,5,124,184,4,118,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Punjab,bat,Punjab,Bangalore,Bangalore,wickets,BF Bowden,M Erasmus,KP Pietersen
146,419137,246,5,122,223,5,125,2010,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Rajasthan,Chennai,runs,RE Koertzen,RB Tiffin,M Vijay
147,419138,178,5,124,115,10,114,2010,Mumbai,Brabourne Stadium,Mumbai,bat,Mumbai,Hyderabad,Mumbai,runs,BR Doctrove,S Ravi,AT Rayudu
148,419139,200,3,127,204,2,112,2010,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,Punjab,Punjab,wickets,S Asnani,DJ Harper,DPMD Jayawardene
149,419140,184,5,123,147,9,121,2010,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,Bangalore,Delhi,runs,BF Bowden,M Erasmus,PD Collingwood
150,419141,159,10,123,157,10,126,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan,bat,Hyderabad,Rajasthan,Rajasthan,runs,HDPK Dharmasena,SJA Taufel,SK Warne
151,419142,165,4,128,141,9,129,2010,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Mumbai,Chennai,runs,S Asnani,DJ Harper,SK Raina
152,419143,153,6,126,157,1,97,2010,Jaipur,Sawai Mansingh Stadium,Punjab,bat,Rajasthan,Punjab,Rajasthan,wickets,S Ravi,SK Tarapore,MJ Lumb
153,419144,181,3,126,167,8,124,2010,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,Delhi,Kolkata,runs,BG Jerling,RE Koertzen,SC Ganguly
154,419145,184,6,130,186,3,121,2010,Bangalore,M Chinnaswamy Stadium,Hyderabad,field,Bangalore,Hyderabad,Hyderabad,wickets,S Asnani,DJ Harper,TL Suman
155,419146,154,9,121,158,4,119,2010,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Mumbai,bat,Punjab,Mumbai,Punjab,wickets,M Erasmus,AM Saheba,KC Sangakkara
156,419147,138,8,123,139,4,121,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Chennai,bat,Hyderabad,Chennai,Hyderabad,wickets,HDPK Dharmasena,SJA Taufel,RJ Harris
157,419148,160,9,126,162,3,106,2010,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,Kolkata,Bangalore,wickets,K Hariharan,DJ Harper,R Vinay Kumar
158,419149,111,10,126,112,3,113,2010,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,Punjab,Punjab,wickets,BF Bowden,AM Saheba,PP Chawla
159,419150,174,5,128,137,8,123,2010,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,Mumbai,Mumbai,runs,BR Doctrove,SK Tarapore,SR Tendulkar
160,419151,151,6,124,138,10,125,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Bangalore,field,Hyderabad,Bangalore,Hyderabad,runs,RE Koertzen,RB Tiffin,Harmeet Singh
161,419152,183,4,125,144,7,122,2010,Mumbai,Brabourne Stadium,Mumbai,bat,Mumbai,Delhi,Mumbai,runs,S Asnani,DJ Harper,KA Pollard
162,419153,139,8,126,143,1,86,2010,Chennai,MA Chidambaram Stadium,Kolkata,bat,Chennai,Kolkata,Chennai,wickets,SS Hazare,SJA Taufel,R Ashwin
163,419154,130,6,123,132,5,94,2010,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Rajasthan,Bangalore,Bangalore,wickets,BR Doctrove,S Ravi,KP Pietersen
164,419155,112,9,126,113,4,116,2010,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Delhi,Delhi,wickets,HDPK Dharmasena,SS Hazare,G Gambhir
165,419156,174,3,125,178,5,122,2010,Dharamsala,Himachal Pradesh Cricket Association Stadium,Hyderabad,field,Punjab,Hyderabad,Hyderabad,wickets,M Erasmus,AM Saheba,RG Sharma
166,419157,191,4,126,134,9,122,2010,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,Mumbai,Mumbai,runs,HDPK Dharmasena,SJA Taufel,R McLaren
167,419158,132,9,121,133,2,104,2010,Kolkata,Eden Gardens,Rajasthan,bat,Kolkata,Rajasthan,Kolkata,wickets,BG Jerling,RB Tiffin,JD Unadkat
168,419159,192,3,123,195,4,123,2010,Dharamsala,Himachal Pradesh Cricket Association Stadium,Chennai,field,Punjab,Chennai,Chennai,wickets,BF Bowden,AM Saheba,MS Dhoni
169,419160,145,7,121,134,7,123,2010,Delhi,Feroz Shah Kotla,Hyderabad,bat,Delhi,Hyderabad,Hyderabad,runs,BR Doctrove,SK Tarapore,A Symonds
170,419161,133,8,122,135,1,111,2010,Kolkata,Eden Gardens,Mumbai,bat,Kolkata,Mumbai,Kolkata,wickets,BG Jerling,RE Koertzen,M Kartik
171,419162,184,5,127,149,9,128,2010,Mumbai,Dr DY Patil Sports Academy,Mumbai,bat,Bangalore,Mumbai,Mumbai,runs,BR Doctrove,RB Tiffin,KA Pollard
172,419163,142,7,123,104,10,118,2010,Mumbai,Dr DY Patil Sports Academy,Chennai,bat,Chennai,Hyderabad,Chennai,runs,BR Doctrove,RB Tiffin,DE Bollinger
173,419164,82,10,114,86,1,84,2010,Mumbai,Dr DY Patil Sports Academy,Hyderabad,bat,Bangalore,Hyderabad,Bangalore,wickets,RE Koertzen,SJA Taufel,A Kumble
174,419165,168,5,124,146,9,125,2010,Mumbai,Dr DY Patil Sports Academy,Chennai,bat,Chennai,Mumbai,Chennai,runs,RE Koertzen,SJA Taufel,SK Raina
175,501198,153,4,121,151,7,123,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Kolkata,Chennai,runs,BR Doctrove,PR Reiffel,S Anirudha
176,501199,137,8,121,141,2,116,2011,Hyderabad,Rajiv Gandhi International Stadium,Rajasthan,field,Hyderabad,Rajasthan,Rajasthan,wickets,RE Koertzen,SK Tarapore,SK Trivedi
177,501200,161,5,124,162,4,121,2011,Kochi,Nehru Stadium,Kerala,bat,Kerala,Bangalore,Bangalore,wickets,HDPK Dharmasena,K Hariharan,AB de Villiers
178,501201,95,10,110,99,2,108,2011,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,Mumbai,Mumbai,wickets,AM Saheba,RB Tiffin,SL Malinga
179,501202,112,8,125,113,3,82,2011,Mumbai,Dr DY Patil Sports Academy,Punjab,bat,Pune,Punjab,Pune,wickets,BR Doctrove,PR Reiffel,SB Wagh
180,501203,163,4,123,154,8,124,2011,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,Hyderabad,Kolkata,runs,RE Koertzen,SK Tarapore,JH Kallis
181,501204,151,6,124,152,4,114,2011,Jaipur,Sawai Mansingh Stadium,Delhi,bat,Rajasthan,Delhi,Rajasthan,wickets,Aleem Dar,RB Tiffin,SK Warne
182,501205,140,4,124,143,1,113,2011,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Bangalore,Mumbai,Mumbai,wickets,HDPK Dharmasena,AL Hill,SR Tendulkar
183,501206,188,4,122,193,4,116,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Punjab,field,Punjab,Chennai,Punjab,wickets,Asad Rauf,SL Shastri,PC Valthaty
184,501207,148,8,123,151,6,123,2011,Mumbai,Dr DY Patil Sports Academy,Kerala,bat,Pune,Kerala,Pune,wickets,S Asnani,PR Reiffel,MD Mishra
185,501208,175,5,125,142,9,125,2011,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,Bangalore,Hyderabad,runs,RE Koertzen,S Ravi,DW Steyn
186,501209,159,4,128,160,1,114,2011,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Rajasthan,Kolkata,Kolkata,wickets,Aleem Dar,SS Hazare,G Gambhir
187,501210,182,2,126,184,2,121,2011,Mumbai,Wankhede Stadium,Kerala,field,Mumbai,Kerala,Kerala,wickets,BR Doctrove,PR Reiffel,BB McCullum
188,501211,183,5,121,162,7,125,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Bangalore,Chennai,runs,HDPK Dharmasena,AL Hill,MEK Hussey
189,501212,165,8,122,166,2,113,2011,Hyderabad,Rajiv Gandhi International Stadium,Punjab,field,Hyderabad,Punjab,Punjab,wickets,RE Koertzen,S Ravi,PC Valthaty
190,501213,187,5,126,190,7,121,2011,Mumbai,Dr DY Patil Sports Academy,Delhi,field,Pune,Delhi,Delhi,wickets,Asad Rauf,AM Saheba,Yuvraj Singh
191,501214,81,10,96,85,2,89,2011,Kolkata,Eden Gardens,Kolkata,field,Kolkata,Rajasthan,Kolkata,wickets,Aleem Dar,RB Tiffin,L Balaji
192,501215,131,4,104,135,3,92,2011,Kochi,Nehru Stadium,Kerala,field,Kerala,Chennai,Kerala,wickets,K Hariharan,AL Hill,BB McCullum
193,501216,168,4,122,152,7,122,2011,Delhi,Feroz Shah Kotla,Hyderabad,bat,Delhi,Hyderabad,Hyderabad,runs,PR Reiffel,RJ Tucker,S Sohal
194,501218,118,10,109,124,3,121,2011,Mumbai,Wankhede Stadium,Pune,bat,Mumbai,Pune,Mumbai,wickets,Asad Rauf,AM Saheba,MM Patel
195,501219,132,7,123,126,9,122,2011,Kolkata,Eden Gardens,Kolkata,field,Kolkata,Kerala,Kerala,runs,Aleem Dar,RB Tiffin,DPMD Jayawardene
196,501220,195,7,128,147,7,121,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Rajasthan,field,Punjab,Rajasthan,Punjab,runs,S Asnani,PR Reiffel,SE Marsh
197,501221,164,4,128,156,9,129,2011,Mumbai,Wankhede Stadium,Chennai,field,Mumbai,Chennai,Mumbai,runs,Asad Rauf,AM Saheba,Harbhajan Singh
198,501222,171,5,129,175,1,113,2011,Kolkata,Eden Gardens,Bangalore,field,Kolkata,Bangalore,Bangalore,wickets,SS Hazare,RB Tiffin,CH Gayle
199,501223,231,4,126,202,6,123,2011,Delhi,Feroz Shah Kotla,Punjab,field,Delhi,Punjab,Delhi,runs,S Asnani,RE Koertzen,DA Warner
200,501224,172,4,122,135,8,123,2011,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,Mumbai,Mumbai,runs,HDPK Dharmasena,AL Hill,SL Malinga
201,501225,109,10,123,111,2,86,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,Kerala,Rajasthan,wickets,BR Doctrove,SK Tarapore,SK Warne
202,501226,142,6,123,117,9,123,2011,Chennai,MA Chidambaram Stadium,Pune,field,Chennai,Pune,Chennai,runs,Aleem Dar,RB Tiffin,MEK Hussey
203,501227,160,6,129,161,7,122,2011,Delhi,Feroz Shah Kotla,Bangalore,field,Delhi,Bangalore,Bangalore,wickets,S Asnani,RJ Tucker,V Kohli
204,501228,141,6,124,145,2,123,2011,Mumbai,Dr DY Patil Sports Academy,Pune,bat,Pune,Chennai,Chennai,wickets,Asad Rauf,SL Shastri,DE Bollinger
205,501229,129,7,125,74,10,103,2011,Kochi,Nehru Stadium,Kerala,field,Kerala,Hyderabad,Hyderabad,runs,HDPK Dharmasena,AL Hill,I Sharma
206,501230,148,7,126,131,9,124,2011,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,Kolkata,Kolkata,runs,PR Reiffel,RJ Tucker,MK Tiwary
207,501231,94,8,124,95,3,110,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,Mumbai,Rajasthan,wickets,Asad Rauf,SK Tarapore,J Botha
208,501232,181,5,121,155,5,125,2011,Bangalore,M Chinnaswamy Stadium,Pune,field,Bangalore,Pune,Bangalore,runs,Aleem Dar,SS Hazare,V Kohli
209,501233,157,7,125,119,10,114,2011,Kochi,Nehru Stadium,Delhi,bat,Kerala,Delhi,Delhi,runs,HDPK Dharmasena,AL Hill,V Sehwag
210,501234,119,6,124,120,2,109,2011,Kolkata,Eden Gardens,Kolkata,field,Kolkata,Punjab,Kolkata,wickets,AM Saheba,SL Shastri,Iqbal Abdulla
211,501235,143,7,122,144,4,119,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,Pune,Rajasthan,wickets,SK Tarapore,SJA Taufel,LRPL Taylor
212,501236,165,5,124,146,8,123,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Hyderabad,Chennai,runs,Aleem Dar,RB Tiffin,JA Morkel
213,501237,159,5,121,136,8,121,2011,Mumbai,Wankhede Stadium,Punjab,field,Mumbai,Punjab,Mumbai,runs,HDPK Dharmasena,PR Reiffel,KA Pollard
214,501238,140,6,125,141,3,101,2011,Delhi,Feroz Shah Kotla,Kerala,field,Delhi,Kerala,Kerala,wickets,Asad Rauf,SL Shastri,P Parameswaran
215,501239,169,4,126,149,6,123,2011,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,Kolkata,Kolkata,runs,S Asnani,RJ Tucker,YK Pathan
216,501240,147,6,122,149,2,116,2011,Chennai,MA Chidambaram Stadium,Rajasthan,bat,Chennai,Rajasthan,Chennai,wickets,SS Hazare,RB Tiffin,MEK Hussey
217,501241,160,7,124,139,7,124,2011,Mumbai,Dr DY Patil Sports Academy,Pune,field,Pune,Mumbai,Mumbai,runs,HDPK Dharmasena,SJA Taufel,R Sharma
218,501242,156,5,125,139,7,122,2011,Kochi,Nehru Stadium,Kolkata,field,Kerala,Kolkata,Kerala,runs,S Ravi,RJ Tucker,BJ Hodge
219,501243,175,5,125,179,6,122,2011,Hyderabad,Rajiv Gandhi International Stadium,Delhi,field,Hyderabad,Delhi,Delhi,wickets,Asad Rauf,AM Saheba,V Sehwag
220,501244,205,6,121,120,9,125,2011,Bangalore,M Chinnaswamy Stadium,Punjab,field,Bangalore,Punjab,Bangalore,runs,Aleem Dar,RB Tiffin,CH Gayle
221,501245,114,4,123,61,2,63,2011,Kolkata,Eden Gardens,Chennai,bat,Kolkata,Chennai,Kolkata,runs,Asad Rauf,PR Reiffel,Iqbal Abdulla
222,501246,178,4,124,146,10,126,2011,Mumbai,Wankhede Stadium,Delhi,field,Mumbai,Delhi,Mumbai,runs,K Hariharan,SJA Taufel,AT Rayudu
223,501247,125,9,129,128,1,82,2011,Bangalore,M Chinnaswamy Stadium,Kerala,bat,Bangalore,Kerala,Bangalore,wickets,Aleem Dar,SS Hazare,CH Gayle
224,501248,119,8,120,120,5,109,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Punjab,bat,Punjab,Pune,Pune,wickets,SK Tarapore,RJ Tucker,R Sharma
225,501249,196,3,125,133,10,121,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,Chennai,Chennai,runs,K Hariharan,SJA Taufel,M Vijay
226,501250,136,8,121,137,4,113,2011,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Hyderabad,Pune,Pune,wickets,Asad Rauf,AM Saheba,MR Marsh
227,501251,163,8,123,87,10,81,2011,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Mumbai,field,Punjab,Mumbai,Punjab,runs,SK Tarapore,RJ Tucker,BA Bhatt
228,501252,146,6,125,151,1,104,2011,Jaipur,Sawai Mansingh Stadium,Bangalore,field,Rajasthan,Bangalore,Bangalore,wickets,HDPK Dharmasena,K Hariharan,S Aravind
229,501253,176,4,122,158,6,124,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Delhi,Chennai,runs,AM Saheba,SL Shastri,MS Dhoni
230,501254,178,7,129,181,4,118,2011,Indore,Holkar Cricket Stadium,Punjab,field,Kerala,Punjab,Punjab,wickets,S Asnani,RJ Tucker,KD Karthik
231,501255,89,4,80,105,6,79,2011,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,Kolkata,Bangalore,wickets,RE Koertzen,RB Tiffin,CH Gayle
232,501256,135,6,121,125,8,128,2011,Mumbai,Wankhede Stadium,Hyderabad,bat,Mumbai,Hyderabad,Hyderabad,runs,S Ravi,SK Tarapore,A Mishra
233,501257,170,6,127,141,8,124,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,Delhi,field,Punjab,Delhi,Punjab,runs,Asad Rauf,SL Shastri,PP Chawla
234,501258,97,10,113,98,2,48,2011,Indore,Holkar Cricket Stadium,Kerala,field,Kerala,Rajasthan,Kerala,wickets,PR Reiffel,RJ Tucker,BJ Hodge
235,501259,136,9,122,138,4,121,2011,Mumbai,Dr DY Patil Sports Academy,Hyderabad,field,Pune,Hyderabad,Hyderabad,wickets,S Ravi,SK Tarapore,A Mishra
236,501260,232,2,126,121,10,106,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,Punjab,bat,Punjab,Bangalore,Punjab,runs,Asad Rauf,AM Saheba,AC Gilchrist
237,501261,152,5,122,141,5,127,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Kerala,Chennai,runs,HDPK Dharmasena,RE Koertzen,WP Saha
238,501262,118,7,124,119,3,103,2011,Mumbai,Dr DY Patil Sports Academy,Kolkata,field,Pune,Kolkata,Kolkata,wickets,S Ravi,SJA Taufel,YK Pathan
239,501263,133,5,122,134,0,81,2011,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,Rajasthan,Rajasthan,wickets,RE Koertzen,PR Reiffel,SR Watson
240,501264,198,2,123,116,10,116,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,Punjab,field,Punjab,Hyderabad,Hyderabad,runs,Asad Rauf,AM Saheba,S Dhawan
241,501266,128,8,126,129,2,116,2011,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,Chennai,Bangalore,wickets,K Hariharan,RE Koertzen,CH Gayle
242,501267,175,7,122,178,5,126,2011,Kolkata,Eden Gardens,Mumbai,field,Kolkata,Mumbai,Mumbai,wickets,SK Tarapore,SJA Taufel,JEC Franklin
243,501268,175,4,125,177,4,124,2011,Mumbai,Wankhede Stadium,Chennai,field,Bangalore,Chennai,Chennai,wickets,Asad Rauf,SJA Taufel,SK Raina
244,501269,147,7,124,148,6,117,2011,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,Kolkata,Mumbai,wickets,Asad Rauf,SJA Taufel,MM Patel
245,501270,185,4,129,142,8,122,2011,Chennai,MA Chidambaram Stadium,Mumbai,field,Bangalore,Mumbai,Bangalore,runs,Asad Rauf,SJA Taufel,CH Gayle
246,501271,205,5,122,147,8,122,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Bangalore,Chennai,runs,Asad Rauf,SJA Taufel,M Vijay
247,548306,112,10,126,115,3,104,2012,Chennai,MA Chidambaram Stadium,Mumbai,field,Chennai,Mumbai,Mumbai,wickets,JD Cloete,SJA Taufel,RE Levi
248,548307,97,9,74,100,2,68,2012,Kolkata,Eden Gardens,Delhi,field,Kolkata,Delhi,Delhi,wickets,S Asnani,HDPK Dharmasena,IK Pathan
249,548308,129,9,123,101,9,124,2012,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,Pune,Pune,runs,AK Chaudhary,SJA Taufel,SPD Smith
250,548309,191,4,127,160,9,122,2012,Jaipur,Sawai Mansingh Stadium,Punjab,field,Rajasthan,Punjab,Rajasthan,runs,BF Bowden,SK Tarapore,AM Rahane
251,548310,157,8,122,137,7,122,2012,Bangalore,M Chinnaswamy Stadium,Delhi,field,Bangalore,Delhi,Bangalore,runs,S Asnani,S Ravi,AB de Villiers
252,548311,193,6,127,119,10,106,2012,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Hyderabad,field,Hyderabad,Chennai,Chennai,runs,JD Cloete,HDPK Dharmasena,RA Jadeja
253,548312,164,5,123,142,10,125,2012,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Rajasthan,Kolkata,Rajasthan,runs,BF Bowden,VA Kulkarni,BJ Hodge
254,548313,166,6,124,144,8,124,2012,Pune,Subrata Roy Sahara Stadium,Pune,bat,Pune,Punjab,Pune,runs,S Das,SJA Taufel,MN Samuels
255,548314,138,9,123,142,5,120,2012,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Hyderabad,bat,Hyderabad,Mumbai,Mumbai,wickets,AK Chaudhary,JD Cloete,RG Sharma
256,548315,165,8,122,123,9,127,2012,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,Kolkata,Kolkata,runs,S Ravi,RJ Tucker,L Balaji
257,548316,110,8,124,111,2,80,2012,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,Chennai,Delhi,wickets,Asad Rauf,SK Tarapore,M Morkel
258,548317,197,6,120,170,10,121,2012,Mumbai,Wankhede Stadium,Rajasthan,field,Mumbai,Rajasthan,Mumbai,runs,Aleem Dar,BNJ Oxenford,KA Pollard
259,548318,205,8,130,208,5,124,2012,Chennai,MA Chidambaram Stadium,Bangalore,bat,Chennai,Bangalore,Chennai,wickets,HDPK Dharmasena,RJ Tucker,F du Plessis
260,548319,115,10,119,116,3,106,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Punjab,field,Punjab,Pune,Punjab,wickets,VA Kulkarni,SK Tarapore,AD Mascarenhas
261,548320,131,5,125,137,5,121,2012,Kolkata,Eden Gardens,Rajasthan,bat,Kolkata,Rajasthan,Kolkata,wickets,Asad Rauf,S Asnani,Shakib Al Hasan
262,548321,157,8,126,162,5,119,2012,Delhi,Feroz Shah Kotla,Hyderabad,bat,Delhi,Hyderabad,Delhi,wickets,BF Bowden,SK Tarapore,KP Pietersen
263,548322,155,5,124,156,3,119,2012,Pune,Subrata Roy Sahara Stadium,Chennai,bat,Pune,Chennai,Pune,wickets,Aleem Dar,BNJ Oxenford,JD Ryder
264,548323,134,9,121,132,7,122,2012,Kolkata,Eden Gardens,Kolkata,field,Kolkata,Punjab,Punjab,runs,Asad Rauf,S Asnani,SP Narine
265,548324,195,2,121,136,10,120,2012,Bangalore,M Chinnaswamy Stadium,Rajasthan,bat,Bangalore,Rajasthan,Rajasthan,runs,JD Cloete,RJ Tucker,AM Rahane
266,548325,92,10,120,93,3,95,2012,Mumbai,Wankhede Stadium,Delhi,field,Mumbai,Delhi,Delhi,wickets,BF Bowden,SK Tarapore,S Nadeem
267,548326,196,2,125,197,5,124,2012,Jaipur,Sawai Mansingh Stadium,Hyderabad,bat,Rajasthan,Hyderabad,Rajasthan,wickets,Aleem Dar,BNJ Oxenford,BJ Hodge
268,548327,182,6,123,186,4,124,2012,Bangalore,M Chinnaswamy Stadium,Pune,bat,Bangalore,Pune,Bangalore,wickets,S Asnani,S Das,CH Gayle
269,548328,124,7,122,127,2,100,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Punjab,bat,Punjab,Kolkata,Kolkata,wickets,JD Cloete,RJ Tucker,G Gambhir
270,548329,187,4,121,193,1,104,2012,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Hyderabad,Delhi,Delhi,wickets,JD Cloete,SJA Taufel,DA Warner
271,548330,164,5,121,151,7,124,2012,Chennai,MA Chidambaram Stadium,Pune,field,Chennai,Pune,Chennai,runs,Asad Rauf,S Das,KMDN Kulasekara
272,548331,163,6,123,166,5,125,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Bangalore,field,Punjab,Bangalore,Bangalore,wickets,S Ravi,RJ Tucker,CH Gayle
273,548332,146,4,123,147,3,121,2012,Chennai,MA Chidambaram Stadium,Rajasthan,bat,Chennai,Rajasthan,Chennai,wickets,Aleem Dar,BNJ Oxenford,F du Plessis
274,548333,192,3,130,172,7,122,2012,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,Pune,Pune,runs,Asad Rauf,S Das,SC Ganguly
275,548334,163,6,125,164,4,121,2012,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,Punjab,Punjab,wickets,S Ravi,RJ Tucker,SE Marsh
276,548335,126,7,121,127,5,121,2012,Cuttack,Barabati Stadium,Kolkata,field,Hyderabad,Kolkata,Kolkata,wickets,BF Bowden,SK Tarapore,B Lee
277,548336,189,3,125,143,7,124,2012,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,Bangalore,Bangalore,runs,Asad Rauf,S Asnani,AB de Villiers
278,548337,146,2,120,148,2,98,2012,Pune,Subrata Roy Sahara Stadium,Pune,bat,Pune,Delhi,Delhi,wickets,S Ravi,RJ Tucker,V Sehwag
279,548339,168,3,126,171,6,123,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Punjab,bat,Punjab,Mumbai,Mumbai,wickets,Aleem Dar,BNJ Oxenford,AT Rayudu
280,548341,177,4,122,159,7,126,2012,Pune,Subrata Roy Sahara Stadium,Hyderabad,bat,Pune,Hyderabad,Hyderabad,runs,S Ravi,RJ Tucker,CL White
281,548342,207,5,125,170,9,124,2012,Delhi,Feroz Shah Kotla,Mumbai,field,Delhi,Mumbai,Delhi,runs,Aleem Dar,BNJ Oxenford,V Sehwag
282,548343,156,8,125,149,8,123,2012,Chennai,MA Chidambaram Stadium,Punjab,bat,Chennai,Punjab,Punjab,runs,BF Bowden,SK Tarapore,Mandeep Singh
283,548344,190,4,124,143,6,123,2012,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,Bangalore,Kolkata,runs,Asad Rauf,BR Doctrove,G Gambhir
284,548345,152,6,123,151,3,124,2012,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,Rajasthan,Delhi,runs,S Ravi,RJ Tucker,V Sehwag
285,548346,100,10,115,101,5,117,2012,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,Hyderabad,Mumbai,wickets,AK Chaudhary,BNJ Oxenford,DW Steyn
286,548347,139,5,123,140,5,127,2012,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Kolkata,Kolkata,wickets,BF Bowden,C Shamshuddin,G Gambhir
287,548348,186,4,121,173,5,125,2012,Cuttack,Barabati Stadium,Hyderabad,bat,Hyderabad,Pune,Hyderabad,runs,Aleem Dar,AK Chaudhary,KC Sangakkara
288,548349,141,6,123,144,4,93,2012,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Rajasthan,Delhi,Delhi,wickets,JD Cloete,SJA Taufel,P Negi
289,548350,158,5,124,163,6,120,2012,Bangalore,M Chinnaswamy Stadium,Punjab,field,Bangalore,Punjab,Punjab,wickets,BF Bowden,C Shamshuddin,Azhar Mahmood
290,548351,120,9,123,119,6,126,2012,Pune,Subrata Roy Sahara Stadium,Mumbai,bat,Pune,Mumbai,Mumbai,runs,Asad Rauf,S Asnani,SL Malinga
291,548352,160,6,123,150,5,122,2012,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,Hyderabad,Chennai,runs,HDPK Dharmasena,BNJ Oxenford,SK Raina
292,548353,150,5,129,143,8,126,2012,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,Pune,Kolkata,runs,BF Bowden,SK Tarapore,SP Narine
293,548354,177,6,124,134,8,127,2012,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Rajasthan,bat,Punjab,Rajasthan,Rajasthan,runs,JD Cloete,SJA Taufel,SR Watson
294,548355,173,8,125,174,8,123,2012,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,Chennai,Mumbai,wickets,Asad Rauf,S Asnani,DR Smith
295,548356,181,2,123,185,5,117,2012,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,Hyderabad,Bangalore,wickets,HDPK Dharmasena,BNJ Oxenford,AB de Villiers
