id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,season,city,venue,toss_winner,toss_decision,winner,result,result_margin,player_of_match,team1,team2,batting_team,bowling_team
419146,154,9,121,158,4,119,2010,Chandigarh,Punjab Cricket Association Stadium,Mumbai,bat,Punjab,wickets,6.0,KC Sangakkara,Punjab,Mumbai,Mumbai,Punjab
419147,138,8,123,139,4,121,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Chennai,bat,Hyderabad,wickets,6.0,RJ Harris,Hyderabad,Chennai,Chennai,Hyderabad
419148,160,9,126,162,3,106,2010,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,7.0,R Vinay Kumar,Bangalore,Kolkata,Kolkata,Bangalore
419149,111,10,126,112,3,113,2010,Delhi,Feroz Shah Kotla,Delhi,bat,Punjab,wickets,7.0,PP Chawla,Delhi,Punjab,Delhi,Punjab
419150,174,5,128,137,8,123,2010,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Mumbai,runs,37.0,SR Tendulkar,Rajasthan,Mumbai,Mumbai,Rajasthan
419151,151,6,124,138,10,125,2010,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Bangalore,field,Hyderabad,runs,13.0,Harmeet Singh,Hyderabad,Bangalore,Hyderabad,Bangalore
419152,183,4,125,144,7,122,2010,Mumbai,"Brabourne Stadium, Mumbai",Mumbai,bat,Mumbai,runs,39.0,KA Pollard,Mumbai,Delhi,Mumbai,Delhi
419153,139,8,126,143,1,86,2010,Chennai,MA Chidambaram Stadium,Kolkata,bat,Chennai,wickets,9.0,R Ashwin,Chennai,Kolkata,Kolkata,Chennai
419154,130,6,123,132,5,94,2010,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Bangalore,wickets,5.0,KP Pietersen,Rajasthan,Bangalore,Rajasthan,Bangalore
419155,112,9,126,113,4,116,2010,Chennai,MA Chidambaram Stadium,Chennai,bat,Delhi,wickets,6.0,G Gambhir,Chennai,Delhi,Chennai,Delhi
419156,174,3,125,178,5,122,2010,Dharamsala,Himachal Pradesh Cricket Association Stadium,Hyderabad,field,Hyderabad,wickets,5.0,RG Sharma,Punjab,Hyderabad,Punjab,Hyderabad
419157,191,4,126,134,9,122,2010,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Mumbai,runs,57.0,R McLaren,Bangalore,Mumbai,Mumbai,Bangalore
419158,132,9,121,133,2,104,2010,Kolkata,Eden Gardens,Rajasthan,bat,Kolkata,wickets,8.0,JD Unadkat,Kolkata,Rajasthan,Rajasthan,Kolkata
419159,192,3,123,195,4,123,2010,Dharamsala,Himachal Pradesh Cricket Association Stadium,Chennai,field,Chennai,wickets,6.0,MS Dhoni,Punjab,Chennai,Punjab,Chennai
419160,145,7,121,134,7,123,2010,Delhi,Feroz Shah Kotla,Hyderabad,bat,Hyderabad,runs,11.0,A Symonds,Delhi,Hyderabad,Hyderabad,Delhi
419161,133,8,122,135,1,111,2010,Kolkata,Eden Gardens,Mumbai,bat,Kolkata,wickets,9.0,M Kartik,Kolkata,Mumbai,Mumbai,Kolkata
419162,184,5,127,149,9,128,2010,Mumbai,Dr DY Patil Sports Academy,Mumbai,bat,Mumbai,runs,35.0,KA Pollard,Bangalore,Mumbai,Mumbai,Bangalore
419163,142,7,123,104,10,118,2010,Mumbai,Dr DY Patil Sports Academy,Chennai,bat,Chennai,runs,38.0,DE Bollinger,Chennai,Hyderabad,Chennai,Hyderabad
419164,82,10,114,86,1,84,2010,Mumbai,Dr DY Patil Sports Academy,Hyderabad,bat,Bangalore,wickets,9.0,A Kumble,Bangalore,Hyderabad,Hyderabad,Bangalore
419165,168,5,124,146,9,125,2010,Mumbai,Dr DY Patil Sports Academy,Chennai,bat,Chennai,runs,22.0,SK Raina,Chennai,Mumbai,Chennai,Mumbai
501198,153,4,121,151,7,123,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,2.0,S Anirudha,Chennai,Kolkata,Chennai,Kolkata
501199,137,8,121,141,2,116,2011,Hyderabad,Rajiv Gandhi International Stadium,Rajasthan,field,Rajasthan,wickets,8.0,SK Trivedi,Hyderabad,Rajasthan,Hyderabad,Rajasthan
501200,161,5,124,162,4,121,2011,Kochi,Nehru Stadium,Kerala,bat,Bangalore,wickets,6.0,AB de Villiers,Kerala,Bangalore,Kerala,Bangalore
501201,95,10,110,99,2,108,2011,Delhi,Feroz Shah Kotla,Delhi,bat,Mumbai,wickets,8.0,SL Malinga,Delhi,Mumbai,Delhi,Mumbai
501202,112,8,125,113,3,82,2011,Mumbai,Dr DY Patil Sports Academy,Punjab,bat,Pune,wickets,7.0,SB Wagh,Pune,Punjab,Punjab,Pune
501203,163,4,123,154,8,124,2011,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,runs,9.0,JH Kallis,Kolkata,Hyderabad,Kolkata,Hyderabad
501204,151,6,124,152,4,114,2011,Jaipur,Sawai Mansingh Stadium,Delhi,bat,Rajasthan,wickets,6.0,SK Warne,Rajasthan,Delhi,Delhi,Rajasthan
501205,140,4,124,143,1,113,2011,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Mumbai,wickets,9.0,SR Tendulkar,Bangalore,Mumbai,Bangalore,Mumbai
501206,188,4,122,193,4,116,2011,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,6.0,PC Valthaty,Punjab,Chennai,Chennai,Punjab
501207,148,8,123,151,6,123,2011,Mumbai,Dr DY Patil Sports Academy,Kerala,bat,Pune,wickets,4.0,MD Mishra,Pune,Kerala,Kerala,Pune
501208,175,5,125,142,9,125,2011,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,runs,33.0,DW Steyn,Hyderabad,Bangalore,Hyderabad,Bangalore
501209,159,4,128,160,1,114,2011,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Kolkata,wickets,9.0,G Gambhir,Rajasthan,Kolkata,Rajasthan,Kolkata
501210,182,2,126,184,2,121,2011,Mumbai,Wankhede Stadium,Kerala,field,Kerala,wickets,8.0,BB McCullum,Mumbai,Kerala,Mumbai,Kerala
501211,183,5,121,162,7,125,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,21.0,MEK Hussey,Chennai,Bangalore,Chennai,Bangalore
501212,165,8,122,166,2,113,2011,Hyderabad,Rajiv Gandhi International Stadium,Punjab,field,Punjab,wickets,8.0,PC Valthaty,Hyderabad,Punjab,Hyderabad,Punjab
501213,187,5,126,190,7,121,2011,Mumbai,Dr DY Patil Sports Academy,Delhi,field,Delhi,wickets,3.0,Yuvraj Singh,Pune,Delhi,Pune,Delhi
501214,81,10,96,85,2,89,2011,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,8.0,L Balaji,Kolkata,Rajasthan,Rajasthan,Kolkata
501215,131,4,104,135,3,92,2011,Kochi,Nehru Stadium,Kerala,field,Kerala,wickets,7.0,BB McCullum,Kerala,Chennai,Chennai,Kerala
501216,168,4,122,152,7,122,2011,Delhi,Feroz Shah Kotla,Hyderabad,bat,Hyderabad,runs,16.0,S Sohal,Delhi,Hyderabad,Hyderabad,Delhi
501218,118,10,109,124,3,121,2011,Mumbai,Wankhede Stadium,Pune,bat,Mumbai,wickets,7.0,MM Patel,Mumbai,Pune,Pune,Mumbai
501219,132,7,123,126,9,122,2011,Kolkata,Eden Gardens,Kolkata,field,Kerala,runs,6.0,DPMD Jayawardene,Kolkata,Kerala,Kerala,Kolkata
501220,195,7,128,147,7,121,2011,Chandigarh,Punjab Cricket Association Stadium,Rajasthan,field,Punjab,runs,48.0,SE Marsh,Punjab,Rajasthan,Punjab,Rajasthan
501221,164,4,128,156,9,129,2011,Mumbai,Wankhede Stadium,Chennai,field,Mumbai,runs,8.0,Harbhajan Singh,Mumbai,Chennai,Mumbai,Chennai
501222,171,5,129,175,1,113,2011,Kolkata,Eden Gardens,Bangalore,field,Bangalore,wickets,9.0,CH Gayle,Kolkata,Bangalore,Kolkata,Bangalore
501223,231,4,126,202,6,123,2011,Delhi,Feroz Shah Kotla,Punjab,field,Delhi,runs,29.0,DA Warner,Delhi,Punjab,Delhi,Punjab
501224,172,4,122,135,8,123,2011,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Mumbai,runs,37.0,SL Malinga,Hyderabad,Mumbai,Mumbai,Hyderabad
501225,109,10,123,111,2,86,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,8.0,SK Warne,Rajasthan,Kerala,Kerala,Rajasthan
501226,142,6,123,117,9,123,2011,Chennai,MA Chidambaram Stadium,Pune,field,Chennai,runs,25.0,MEK Hussey,Chennai,Pune,Chennai,Pune
501227,160,6,129,161,7,122,2011,Delhi,Feroz Shah Kotla,Bangalore,field,Bangalore,wickets,3.0,V Kohli,Delhi,Bangalore,Delhi,Bangalore
501228,141,6,124,145,2,123,2011,Mumbai,Dr DY Patil Sports Academy,Pune,bat,Chennai,wickets,8.0,DE Bollinger,Pune,Chennai,Pune,Chennai
501229,129,7,125,74,10,103,2011,Kochi,Nehru Stadium,Kerala,field,Hyderabad,runs,55.0,I Sharma,Kerala,Hyderabad,Hyderabad,Kerala
501230,148,7,126,131,9,124,2011,Delhi,Feroz Shah Kotla,Delhi,field,Kolkata,runs,17.0,MK Tiwary,Delhi,Kolkata,Kolkata,Delhi
501231,94,8,124,95,3,110,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,7.0,J Botha,Rajasthan,Mumbai,Mumbai,Rajasthan
501232,181,5,121,155,5,125,2011,Bangalore,M Chinnaswamy Stadium,Pune,field,Bangalore,runs,26.0,V Kohli,Bangalore,Pune,Bangalore,Pune
501233,157,7,125,119,10,114,2011,Kochi,Nehru Stadium,Delhi,bat,Delhi,runs,38.0,V Sehwag,Kerala,Delhi,Delhi,Kerala
501234,119,6,124,120,2,109,2011,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,8.0,Iqbal Abdulla,Kolkata,Punjab,Punjab,Kolkata
501235,143,7,122,144,4,119,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Rajasthan,wickets,6.0,LRPL Taylor,Rajasthan,Pune,Pune,Rajasthan
501236,165,5,124,146,8,123,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,19.0,JA Morkel,Chennai,Hyderabad,Chennai,Hyderabad
501237,159,5,121,136,8,121,2011,Mumbai,Wankhede Stadium,Punjab,field,Mumbai,runs,23.0,KA Pollard,Mumbai,Punjab,Mumbai,Punjab
501238,140,6,125,141,3,101,2011,Delhi,Feroz Shah Kotla,Kerala,field,Kerala,wickets,7.0,P Parameswaran,Delhi,Kerala,Delhi,Kerala
501239,169,4,126,149,6,123,2011,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Kolkata,runs,20.0,YK Pathan,Hyderabad,Kolkata,Kolkata,Hyderabad
501240,147,6,122,149,2,116,2011,Chennai,MA Chidambaram Stadium,Rajasthan,bat,Chennai,wickets,8.0,MEK Hussey,Chennai,Rajasthan,Rajasthan,Chennai
501241,160,7,124,139,7,124,2011,Mumbai,Dr DY Patil Sports Academy,Pune,field,Mumbai,runs,21.0,R Sharma,Pune,Mumbai,Mumbai,Pune
501242,156,5,125,139,7,122,2011,Kochi,Nehru Stadium,Kolkata,field,Kerala,runs,17.0,BJ Hodge,Kerala,Kolkata,Kerala,Kolkata
501243,175,5,125,179,6,122,2011,Hyderabad,Rajiv Gandhi International Stadium,Delhi,field,Delhi,wickets,4.0,V Sehwag,Hyderabad,Delhi,Hyderabad,Delhi
501244,205,6,121,120,9,125,2011,Bangalore,M Chinnaswamy Stadium,Punjab,field,Bangalore,runs,85.0,CH Gayle,Bangalore,Punjab,Bangalore,Punjab
501245,114,4,123,61,2,63,2011,Kolkata,Eden Gardens,Chennai,bat,Kolkata,runs,10.0,Iqbal Abdulla,Kolkata,Chennai,Chennai,Kolkata
501246,178,4,124,146,10,126,2011,Mumbai,Wankhede Stadium,Delhi,field,Mumbai,runs,32.0,AT Rayudu,Mumbai,Delhi,Mumbai,Delhi
501247,125,9,129,128,1,82,2011,Bangalore,M Chinnaswamy Stadium,Kerala,bat,Bangalore,wickets,9.0,CH Gayle,Bangalore,Kerala,Kerala,Bangalore
501248,119,8,120,120,5,109,2011,Chandigarh,Punjab Cricket Association Stadium,Punjab,bat,Pune,wickets,5.0,R Sharma,Punjab,Pune,Punjab,Pune
501249,196,3,125,133,10,121,2011,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Chennai,runs,63.0,M Vijay,Rajasthan,Chennai,Chennai,Rajasthan
501250,136,8,121,137,4,113,2011,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Pune,wickets,6.0,MR Marsh,Hyderabad,Pune,Hyderabad,Pune
501251,163,8,123,87,10,81,2011,Chandigarh,Punjab Cricket Association Stadium,Mumbai,field,Punjab,runs,76.0,BA Bhatt,Punjab,Mumbai,Punjab,Mumbai
501252,146,6,125,151,1,104,2011,Jaipur,Sawai Mansingh Stadium,Bangalore,field,Bangalore,wickets,9.0,S Aravind,Rajasthan,Bangalore,Rajasthan,Bangalore
501253,176,4,122,158,6,124,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,18.0,MS Dhoni,Chennai,Delhi,Chennai,Delhi
501254,178,7,129,181,4,118,2011,Indore,Holkar Cricket Stadium,Punjab,field,Punjab,wickets,6.0,KD Karthik,Kerala,Punjab,Kerala,Punjab
501255,89,4,80,105,6,79,2011,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,4.0,CH Gayle,Bangalore,Kolkata,Kolkata,Bangalore
501256,135,6,121,125,8,128,2011,Mumbai,Wankhede Stadium,Hyderabad,bat,Hyderabad,runs,10.0,A Mishra,Mumbai,Hyderabad,Hyderabad,Mumbai
501257,170,6,127,141,8,124,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,Delhi,field,Punjab,runs,29.0,PP Chawla,Punjab,Delhi,Punjab,Delhi
501258,97,10,113,98,2,48,2011,Indore,Holkar Cricket Stadium,Kerala,field,Kerala,wickets,8.0,BJ Hodge,Kerala,Rajasthan,Rajasthan,Kerala
501259,136,9,122,138,4,121,2011,Mumbai,Dr DY Patil Sports Academy,Hyderabad,field,Hyderabad,wickets,6.0,A Mishra,Pune,Hyderabad,Pune,Hyderabad
501260,232,2,126,121,10,106,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,Punjab,bat,Punjab,runs,111.0,AC Gilchrist,Punjab,Bangalore,Punjab,Bangalore
501261,152,5,122,141,5,127,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,11.0,WP Saha,Chennai,Kerala,Chennai,Kerala
501262,118,7,124,119,3,103,2011,Mumbai,Dr DY Patil Sports Academy,Kolkata,field,Kolkata,wickets,7.0,YK Pathan,Pune,Kolkata,Pune,Kolkata
501263,133,5,122,134,0,81,2011,Mumbai,Wankhede Stadium,Mumbai,bat,Rajasthan,wickets,10.0,SR Watson,Mumbai,Rajasthan,Mumbai,Rajasthan
501264,198,2,123,116,10,116,2011,Dharamsala,Himachal Pradesh Cricket Association Stadium,Punjab,field,Hyderabad,runs,82.0,S Dhawan,Punjab,Hyderabad,Hyderabad,Punjab
501266,128,8,126,129,2,116,2011,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,8.0,CH Gayle,Bangalore,Chennai,Chennai,Bangalore
501267,175,7,122,178,5,126,2011,Kolkata,Eden Gardens,Mumbai,field,Mumbai,wickets,5.0,JEC Franklin,Kolkata,Mumbai,Kolkata,Mumbai
501268,175,4,125,177,4,124,2011,Mumbai,Wankhede Stadium,Chennai,field,Chennai,wickets,6.0,SK Raina,Bangalore,Chennai,Bangalore,Chennai
501269,147,7,124,148,6,117,2011,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,4.0,MM Patel,Mumbai,Kolkata,Kolkata,Mumbai
501270,185,4,129,142,8,122,2011,Chennai,MA Chidambaram Stadium,Mumbai,field,Bangalore,runs,43.0,CH Gayle,Bangalore,Mumbai,Bangalore,Mumbai
501271,205,5,122,147,8,122,2011,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,58.0,M Vijay,Chennai,Bangalore,Chennai,Bangalore
548306,112,10,126,115,3,104,2012,Chennai,MA Chidambaram Stadium,Mumbai,field,Mumbai,wickets,8.0,RE Levi,Chennai,Mumbai,Chennai,Mumbai
548307,97,9,74,100,2,68,2012,Kolkata,Eden Gardens,Delhi,field,Delhi,wickets,8.0,IK Pathan,Kolkata,Delhi,Kolkata,Delhi
548308,129,9,123,101,9,124,2012,Mumbai,Wankhede Stadium,Mumbai,field,Pune,runs,28.0,SPD Smith,Mumbai,Pune,Pune,Mumbai
548309,191,4,127,160,9,122,2012,Jaipur,Sawai Mansingh Stadium,Punjab,field,Rajasthan,runs,31.0,AM Rahane,Rajasthan,Punjab,Rajasthan,Punjab
548310,157,8,122,137,7,122,2012,Bangalore,M Chinnaswamy Stadium,Delhi,field,Bangalore,runs,20.0,AB de Villiers,Bangalore,Delhi,Bangalore,Delhi
548311,193,6,127,119,10,106,2012,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Hyderabad,field,Chennai,runs,74.0,RA Jadeja,Hyderabad,Chennai,Chennai,Hyderabad
548312,164,5,123,142,10,125,2012,Jaipur,Sawai Mansingh Stadium,Kolkata,field,Rajasthan,runs,22.0,BJ Hodge,Rajasthan,Kolkata,Rajasthan,Kolkata
548313,166,6,124,144,8,124,2012,Pune,Subrata Roy Sahara Stadium,Pune,bat,Pune,runs,22.0,MN Samuels,Pune,Punjab,Pune,Punjab
548314,138,9,123,142,5,120,2012,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Hyderabad,bat,Mumbai,wickets,5.0,RG Sharma,Hyderabad,Mumbai,Hyderabad,Mumbai
548315,165,8,122,123,9,127,2012,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Kolkata,runs,42.0,L Balaji,Bangalore,Kolkata,Kolkata,Bangalore
548316,110,8,124,111,2,80,2012,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,wickets,8.0,M Morkel,Delhi,Chennai,Chennai,Delhi
548317,197,6,120,170,10,121,2012,Mumbai,Wankhede Stadium,Rajasthan,field,Mumbai,runs,27.0,KA Pollard,Mumbai,Rajasthan,Mumbai,Rajasthan
548318,205,8,130,208,5,124,2012,Chennai,MA Chidambaram Stadium,Bangalore,bat,Chennai,wickets,5.0,F du Plessis,Chennai,Bangalore,Bangalore,Chennai
548319,115,10,119,116,3,106,2012,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,7.0,AD Mascarenhas,Punjab,Pune,Pune,Punjab
548320,131,5,125,137,5,121,2012,Kolkata,Eden Gardens,Rajasthan,bat,Kolkata,wickets,5.0,Shakib Al Hasan,Kolkata,Rajasthan,Rajasthan,Kolkata
548321,157,8,126,162,5,119,2012,Delhi,Feroz Shah Kotla,Hyderabad,bat,Delhi,wickets,5.0,KP Pietersen,Delhi,Hyderabad,Hyderabad,Delhi
548322,155,5,124,156,3,119,2012,Pune,Subrata Roy Sahara Stadium,Chennai,bat,Pune,wickets,7.0,JD Ryder,Pune,Chennai,Chennai,Pune
548323,134,9,121,132,7,122,2012,Kolkata,Eden Gardens,Kolkata,field,Punjab,runs,2.0,SP Narine,Kolkata,Punjab,Punjab,Kolkata
548324,195,2,121,136,10,120,2012,Bangalore,M Chinnaswamy Stadium,Rajasthan,bat,Rajasthan,runs,59.0,AM Rahane,Bangalore,Rajasthan,Rajasthan,Bangalore
548325,92,10,120,93,3,95,2012,Mumbai,Wankhede Stadium,Delhi,field,Delhi,wickets,7.0,S Nadeem,Mumbai,Delhi,Mumbai,Delhi
548326,196,2,125,197,5,124,2012,Jaipur,Sawai Mansingh Stadium,Hyderabad,bat,Rajasthan,wickets,5.0,BJ Hodge,Rajasthan,Hyderabad,Hyderabad,Rajasthan
548327,182,6,123,186,4,124,2012,Bangalore,M Chinnaswamy Stadium,Pune,bat,Bangalore,wickets,6.0,CH Gayle,Bangalore,Pune,Pune,Bangalore
548328,124,7,122,127,2,100,2012,Chandigarh,Punjab Cricket Association Stadium,Punjab,bat,Kolkata,wickets,8.0,G Gambhir,Punjab,Kolkata,Punjab,Kolkata
548329,187,4,121,193,1,104,2012,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Delhi,wickets,9.0,DA Warner,Hyderabad,Delhi,Hyderabad,Delhi
548330,164,5,121,151,7,124,2012,Chennai,MA Chidambaram Stadium,Pune,field,Chennai,runs,13.0,KMDN Kulasekara,Chennai,Pune,Chennai,Pune
548331,163,6,123,166,5,125,2012,Chandigarh,Punjab Cricket Association Stadium,Bangalore,field,Bangalore,wickets,5.0,CH Gayle,Punjab,Bangalore,Punjab,Bangalore
548332,146,4,123,147,3,121,2012,Chennai,MA Chidambaram Stadium,Rajasthan,bat,Chennai,wickets,7.0,F du Plessis,Chennai,Rajasthan,Rajasthan,Chennai
548333,192,3,130,172,7,122,2012,Delhi,Feroz Shah Kotla,Delhi,field,Pune,runs,20.0,SC Ganguly,Delhi,Pune,Pune,Delhi
548334,163,6,125,164,4,121,2012,Mumbai,Wankhede Stadium,Mumbai,bat,Punjab,wickets,6.0,SE Marsh,Mumbai,Punjab,Mumbai,Punjab
548335,126,7,121,127,5,121,2012,Cuttack,Barabati Stadium,Kolkata,field,Kolkata,wickets,5.0,B Lee,Hyderabad,Kolkata,Hyderabad,Kolkata
548336,189,3,125,143,7,124,2012,Jaipur,Sawai Mansingh Stadium,Rajasthan,field,Bangalore,runs,46.0,AB de Villiers,Rajasthan,Bangalore,Bangalore,Rajasthan
548337,146,2,120,148,2,98,2012,Pune,Subrata Roy Sahara Stadium,Pune,bat,Delhi,wickets,8.0,V Sehwag,Pune,Delhi,Pune,Delhi
548339,168,3,126,171,6,123,2012,Chandigarh,Punjab Cricket Association Stadium,Punjab,bat,Mumbai,wickets,4.0,AT Rayudu,Punjab,Mumbai,Punjab,Mumbai
548341,177,4,122,159,7,126,2012,Pune,Subrata Roy Sahara Stadium,Hyderabad,bat,Hyderabad,runs,18.0,CL White,Pune,Hyderabad,Hyderabad,Pune
548342,207,5,125,170,9,124,2012,Delhi,Feroz Shah Kotla,Mumbai,field,Delhi,runs,37.0,V Sehwag,Delhi,Mumbai,Delhi,Mumbai
548343,156,8,125,149,8,123,2012,Chennai,MA Chidambaram Stadium,Punjab,bat,Punjab,runs,7.0,Mandeep Singh,Chennai,Punjab,Punjab,Chennai
548344,190,4,124,143,6,123,2012,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,runs,47.0,G Gambhir,Kolkata,Bangalore,Kolkata,Bangalore
548345,152,6,123,151,3,124,2012,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,runs,1.0,V Sehwag,Delhi,Rajasthan,Delhi,Rajasthan
548346,100,10,115,101,5,117,2012,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,5.0,DW Steyn,Mumbai,Hyderabad,Hyderabad,Mumbai
548347,139,5,123,140,5,127,2012,Chennai,MA Chidambaram Stadium,Chennai,bat,Kolkata,wickets,5.0,G Gambhir,Chennai,Kolkata,Chennai,Kolkata
548348,186,4,121,173,5,125,2012,Cuttack,Barabati Stadium,Hyderabad,bat,Hyderabad,runs,13.0,KC Sangakkara,Hyderabad,Pune,Hyderabad,Pune
548349,141,6,123,144,4,93,2012,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Delhi,wickets,6.0,P Negi,Rajasthan,Delhi,Rajasthan,Delhi
548350,158,5,124,163,6,120,2012,Bangalore,M Chinnaswamy Stadium,Punjab,field,Punjab,wickets,4.0,Azhar Mahmood,Bangalore,Punjab,Bangalore,Punjab
548351,120,9,123,119,6,126,2012,Pune,Subrata Roy Sahara Stadium,Mumbai,bat,Mumbai,runs,1.0,SL Malinga,Pune,Mumbai,Mumbai,Pune
548352,160,6,123,150,5,122,2012,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,10.0,SK Raina,Chennai,Hyderabad,Chennai,Hyderabad
548353,150,5,129,143,8,126,2012,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,runs,7.0,SP Narine,Kolkata,Pune,Kolkata,Pune
548354,177,6,124,134,8,127,2012,Chandigarh,Punjab Cricket Association Stadium,Rajasthan,bat,Rajasthan,runs,43.0,SR Watson,Punjab,Rajasthan,Rajasthan,Punjab
548355,173,8,125,174,8,123,2012,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,2.0,DR Smith,Mumbai,Chennai,Chennai,Mumbai
548356,181,2,123,185,5,117,2012,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,5.0,AB de Villiers,Bangalore,Hyderabad,Hyderabad,Bangalore
548357,153,9,123,154,4,119,2012,Delhi,Feroz Shah Kotla,Delhi,bat,Kolkata,wickets,6.0,JH Kallis,Delhi,Kolkata,Delhi,Kolkata
548358,125,6,123,126,3,98,2012,Pune,Subrata Roy Sahara Stadium,Pune,bat,Rajasthan,wickets,7.0,SR Watson,Pune,Rajasthan,Pune,Rajasthan
548359,170,5,123,145,8,123,2012,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Punjab,runs,25.0,Mandeep Singh,Hyderabad,Punjab,Punjab,Hyderabad
548360,141,6,122,142,1,111,2012,Mumbai,Wankhede Stadium,Bangalore,field,Bangalore,wickets,9.0,CH Gayle,Mumbai,Bangalore,Mumbai,Bangalore
548361,126,6,126,127,6,117,2012,Jaipur,Sawai Mansingh Stadium,Chennai,field,Chennai,wickets,4.0,BW Hilfenhaus,Rajasthan,Chennai,Rajasthan,Chennai
548362,173,3,125,138,9,121,2012,Pune,Subrata Roy Sahara Stadium,Pune,field,Bangalore,runs,35.0,CH Gayle,Pune,Bangalore,Bangalore,Pune
548363,182,1,123,155,4,122,2012,Kolkata,Eden Gardens,Mumbai,bat,Mumbai,runs,27.0,RG Sharma,Kolkata,Mumbai,Mumbai,Kolkata
548364,114,5,125,115,1,93,2012,Chennai,MA Chidambaram Stadium,Chennai,field,Chennai,wickets,9.0,BW Hilfenhaus,Chennai,Delhi,Delhi,Chennai
548365,170,4,122,125,9,122,2012,Jaipur,Sawai Mansingh Stadium,Rajasthan,bat,Rajasthan,runs,45.0,A Chandila,Rajasthan,Pune,Rajasthan,Pune
548366,190,4,123,194,6,122,2012,Chandigarh,Punjab Cricket Association Stadium,Hyderabad,bat,Punjab,wickets,4.0,DJ Hussey,Punjab,Hyderabad,Hyderabad,Punjab
548367,171,6,131,173,5,125,2012,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Mumbai,wickets,5.0,AT Rayudu,Bangalore,Mumbai,Bangalore,Mumbai
548368,158,6,121,160,5,121,2012,Kolkata,Eden Gardens,Chennai,field,Chennai,wickets,5.0,MEK Hussey,Kolkata,Chennai,Kolkata,Chennai
548369,136,8,121,140,5,115,2012,Delhi,Feroz Shah Kotla,Punjab,bat,Delhi,wickets,5.0,UT Yadav,Delhi,Punjab,Punjab,Delhi
548370,140,7,128,108,10,117,2012,Mumbai,Wankhede Stadium,Mumbai,field,Kolkata,runs,32.0,SP Narine,Mumbai,Kolkata,Kolkata,Mumbai
548371,120,7,121,123,4,101,2012,Dharamsala,Himachal Pradesh Cricket Association Stadium,Punjab,field,Punjab,wickets,6.0,AC Gilchrist,Punjab,Chennai,Chennai,Punjab
548372,215,1,124,194,9,124,2012,Delhi,Feroz Shah Kotla,Delhi,field,Bangalore,runs,21.0,CH Gayle,Delhi,Bangalore,Bangalore,Delhi
