id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,season,city,venue,toss_winner,toss_decision,winner,result,result_margin,player_of_match,team1,team2,batting_team,bowling_team
829731,167,4,126,163,8,121,2015,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi,bat,Delhi,runs,4.0,JP Duminy,Hyderabad,Delhi,Delhi,Hyderabad
829733,155,9,123,159,6,108,2015,Pune,Maharashtra Cricket Association Stadium,Kolkata,field,Kolkata,wickets,4.0,AD Russell,Punjab,Kolkata,Punjab,Kolkata
829735,156,4,123,157,2,111,2015,Ahmedabad,Sardar Patel Stadium,Chennai,bat,Rajasthan,wickets,8.0,AM Rahane,Rajasthan,Chennai,Chennai,Rajasthan
829737,209,7,128,191,7,134,2015,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Mumbai,runs,18.0,Harbhajan Singh,Bangalore,Mumbai,Mumbai,Bangalore
829739,146,8,126,147,4,112,2015,Delhi,Feroz Shah Kotla,Kolkata,field,Kolkata,wickets,6.0,UT Yadav,Delhi,Kolkata,Delhi,Kolkata
829743,176,4,122,101,4,74,2015,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kolkata,field,Hyderabad,runs,16.0,DA Warner,Hyderabad,Kolkata,Hyderabad,Kolkata
829745,181,8,123,154,8,121,2015,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Chennai,runs,27.0,SK Raina,Bangalore,Chennai,Chennai,Bangalore
829747,190,4,127,153,9,128,2015,Delhi,Feroz Shah Kotla,Mumbai,field,Delhi,runs,37.0,SS Iyer,Delhi,Mumbai,Delhi,Mumbai
829749,130,9,123,134,1,97,2015,Ahmedabad,Sardar Patel Stadium,Bangalore,field,Bangalore,wickets,9.0,MA Starc,Rajasthan,Bangalore,Rajasthan,Bangalore
829751,157,8,129,137,8,123,2015,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,20.0,SL Malinga,Mumbai,Hyderabad,Mumbai,Hyderabad
829753,192,3,126,95,9,122,2015,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,97.0,BB McCullum,Chennai,Punjab,Chennai,Punjab
829757,95,10,116,99,0,65,2015,Delhi,Feroz Shah Kotla,Bangalore,field,Bangalore,wickets,10.0,VR Aaron,Delhi,Bangalore,Delhi,Bangalore
829759,150,6,120,130,9,125,2015,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Hyderabad,runs,20.0,TA Boult,Punjab,Hyderabad,Hyderabad,Punjab
829761,171,7,125,158,6,125,2015,Kolkata,Eden Gardens,Kolkata,bat,Kolkata,runs,13.0,PP Chawla,Kolkata,Delhi,Kolkata,Delhi
829765,134,6,127,132,9,123,2015,Chennai,MA Chidambaram Stadium,Kolkata,field,Chennai,runs,2.0,DJ Bravo,Chennai,Kolkata,Chennai,Kolkata
829767,118,8,123,119,1,89,2015,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,wickets,9.0,NM Coulter-Nile,Delhi,Punjab,Punjab,Delhi
829769,187,5,125,179,7,128,2015,Mumbai,Wankhede Stadium,Rajasthan,field,Mumbai,runs,8.0,AT Rayudu,Mumbai,Rajasthan,Mumbai,Rajasthan
829771,111,4,65,115,3,62,2015,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,7.0,Mandeep Singh,Bangalore,Kolkata,Kolkata,Bangalore
829773,192,7,124,170,6,124,2015,Hyderabad,Rajiv Gandhi International Stadium,Chennai,field,Hyderabad,runs,22.0,DA Warner,Hyderabad,Chennai,Hyderabad,Chennai
829775,172,3,122,149,7,123,2015,Chandigarh,Punjab Cricket Association Stadium,Mumbai,bat,Mumbai,runs,23.0,LMP Simmons,Punjab,Mumbai,Mumbai,Punjab
829777,189,2,124,175,7,131,2015,Mumbai,"Brabourne Stadium, Mumbai",Delhi,field,Rajasthan,runs,14.0,AM Rahane,Rajasthan,Delhi,Rajasthan,Delhi
829779,148,9,125,124,10,119,2015,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,24.0,SK Raina,Chennai,Bangalore,Chennai,Bangalore
829781,167,7,121,132,9,124,2015,Kolkata,Eden Gardens,Hyderabad,field,Kolkata,runs,35.0,UT Yadav,Kolkata,Hyderabad,Kolkata,Hyderabad
829783,152,6,121,153,5,123,2015,Mumbai,Wankhede Stadium,Delhi,bat,Mumbai,wickets,5.0,Harbhajan Singh,Mumbai,Delhi,Delhi,Mumbai
829785,226,3,128,88,10,84,2015,Bangalore,M Chinnaswamy Stadium,Punjab,field,Bangalore,runs,138.0,CH Gayle,Bangalore,Punjab,Bangalore,Punjab
829787,201,4,126,194,7,121,2015,Mumbai,"Brabourne Stadium, Mumbai",Rajasthan,field,Hyderabad,runs,7.0,EJG Morgan,Rajasthan,Hyderabad,Hyderabad,Rajasthan
829789,158,5,122,159,4,117,2015,Chennai,MA Chidambaram Stadium,Chennai,bat,Mumbai,wickets,6.0,HH Pandya,Chennai,Mumbai,Chennai,Mumbai
829791,183,5,123,184,9,123,2015,Kolkata,Eden Gardens,Punjab,bat,Kolkata,wickets,1.0,AD Russell,Kolkata,Punjab,Punjab,Kolkata
829793,163,4,123,157,4,121,2015,Raipur,Shaheed Veer Narayan Singh International Stadium,Hyderabad,bat,Hyderabad,runs,6.0,MC Henriques,Delhi,Hyderabad,Hyderabad,Delhi
829795,235,1,125,196,7,123,2015,Mumbai,Wankhede Stadium,Bangalore,bat,Bangalore,runs,39.0,AB de Villiers,Mumbai,Bangalore,Bangalore,Mumbai
829797,157,5,123,145,9,124,2015,Chennai,MA Chidambaram Stadium,Chennai,bat,Chennai,runs,12.0,RA Jadeja,Chennai,Rajasthan,Chennai,Rajasthan
829799,185,5,124,180,7,124,2015,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Hyderabad,runs,5.0,DA Warner,Hyderabad,Punjab,Hyderabad,Punjab
829801,119,6,120,120,4,100,2015,Raipur,Shaheed Veer Narayan Singh International Stadium,Chennai,bat,Delhi,wickets,6.0,Z Khan,Delhi,Chennai,Chennai,Delhi
829803,106,6,63,84,6,63,2015,Chandigarh,Punjab Cricket Association Stadium,Bangalore,field,Punjab,runs,22.0,AR Patel,Punjab,Bangalore,Punjab,Bangalore
829805,171,4,129,166,7,127,2015,Mumbai,Wankhede Stadium,Kolkata,field,Mumbai,runs,5.0,HH Pandya,Mumbai,Kolkata,Mumbai,Kolkata
829807,135,3,70,83,4,36,2015,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Bangalore,wickets,6.0,V Kohli,Hyderabad,Bangalore,Hyderabad,Bangalore
829809,130,7,123,134,3,106,2015,Chandigarh,Punjab Cricket Association Stadium,Punjab,bat,Chennai,wickets,7.0,P Negi,Punjab,Chennai,Punjab,Chennai
829811,199,6,125,190,9,134,2015,Mumbai,"Brabourne Stadium, Mumbai",Rajasthan,bat,Rajasthan,runs,9.0,SR Watson,Rajasthan,Kolkata,Rajasthan,Kolkata
829815,113,10,124,114,1,88,2015,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Mumbai,wickets,9.0,MJ McClenaghan,Hyderabad,Mumbai,Hyderabad,Mumbai
829817,187,6,129,162,10,119,2015,Mumbai,Wankhede Stadium,Mumbai,bat,Mumbai,runs,25.0,KA Pollard,Chennai,Mumbai,Mumbai,Chennai
829819,180,4,125,109,10,117,2015,Pune,Maharashtra Cricket Association Stadium,Bangalore,bat,Bangalore,runs,71.0,AB de Villiers,Bangalore,Rajasthan,Bangalore,Rajasthan
829821,139,8,125,140,7,122,2015,Ranchi,JSCA International Stadium Complex,Chennai,field,Chennai,wickets,3.0,A Nehra,Chennai,Bangalore,Bangalore,Chennai
829823,202,5,121,161,8,125,2015,Kolkata,Eden Gardens,Chennai,field,Mumbai,runs,41.0,RG Sharma,Mumbai,Chennai,Mumbai,Chennai
980901,121,8,126,126,1,92,2016,Mumbai,Wankhede Stadium,Mumbai,bat,Pune,wickets,9.0,AM Rahane,Mumbai,Pune,Mumbai,Pune
980903,98,10,110,99,1,90,2016,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,9.0,AD Russell,Kolkata,Delhi,Delhi,Kolkata
980905,161,6,124,162,5,109,2016,Chandigarh,Punjab Cricket Association Stadium,Gujarat,field,Gujarat,wickets,5.0,AJ Finch,Punjab,Gujarat,Punjab,Gujarat
980907,227,4,125,182,6,125,2016,Bangalore,M Chinnaswamy Stadium,Hyderabad,field,Bangalore,runs,45.0,AB de Villiers,Bangalore,Hyderabad,Bangalore,Hyderabad
980909,187,5,127,188,4,119,2016,Kolkata,Eden Gardens,Mumbai,field,Mumbai,wickets,6.0,RG Sharma,Kolkata,Mumbai,Kolkata,Mumbai
980911,163,5,120,164,3,113,2016,Rajkot,Saurashtra Cricket Association Stadium,Pune,bat,Gujarat,wickets,7.0,AJ Finch,Gujarat,Pune,Pune,Gujarat
980913,111,9,123,113,2,84,2016,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,wickets,8.0,A Mishra,Delhi,Punjab,Punjab,Delhi
980915,142,7,125,146,2,115,2016,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Kolkata,wickets,8.0,G Gambhir,Hyderabad,Kolkata,Hyderabad,Kolkata
980917,143,8,127,147,7,124,2016,Mumbai,Wankhede Stadium,Gujarat,field,Gujarat,wickets,3.0,AJ Finch,Mumbai,Gujarat,Mumbai,Gujarat
980919,152,7,123,153,4,114,2016,Chandigarh,Punjab Cricket Association Stadium,Pune,bat,Punjab,wickets,6.0,M Vohra,Punjab,Pune,Pune,Punjab
980921,191,5,121,192,3,122,2016,Bangalore,M Chinnaswamy Stadium,Delhi,field,Delhi,wickets,7.0,Q de Kock,Bangalore,Delhi,Bangalore,Delhi
980923,142,6,126,145,3,108,2016,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,7.0,DA Warner,Hyderabad,Mumbai,Mumbai,Hyderabad
980925,138,8,125,141,4,106,2016,Chandigarh,Punjab Cricket Association Stadium,Kolkata,field,Kolkata,wickets,6.0,RV Uthappa,Punjab,Kolkata,Punjab,Kolkata
980927,170,7,126,171,4,111,2016,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,6.0,RG Sharma,Mumbai,Bangalore,Bangalore,Mumbai
980929,135,8,123,137,0,94,2016,Rajkot,Saurashtra Cricket Association Stadium,Hyderabad,field,Hyderabad,wickets,10.0,B Kumar,Gujarat,Hyderabad,Gujarat,Hyderabad
980931,185,3,128,172,9,126,2016,Pune,Maharashtra Cricket Association Stadium,Pune,field,Bangalore,runs,13.0,AB de Villiers,Pune,Bangalore,Bangalore,Pune
980933,164,4,129,154,7,122,2016,Delhi,Feroz Shah Kotla,Mumbai,field,Delhi,runs,10.0,SV Samson,Delhi,Mumbai,Delhi,Mumbai
980935,143,6,123,146,5,112,2016,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,5.0,Mustafizur Rahman,Hyderabad,Punjab,Punjab,Hyderabad
980937,180,2,122,182,4,124,2016,Rajkot,Saurashtra Cricket Association Stadium,Bangalore,bat,Gujarat,wickets,6.0,V Kohli,Gujarat,Bangalore,Bangalore,Gujarat
980939,160,5,120,162,8,124,2016,Pune,Maharashtra Cricket Association Stadium,Kolkata,field,Kolkata,wickets,2.0,SA Yadav,Pune,Kolkata,Pune,Kolkata
980941,189,6,124,164,7,123,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Mumbai,runs,25.0,PA Patel,Punjab,Mumbai,Mumbai,Punjab
980943,118,8,123,94,3,73,2016,Hyderabad,Rajiv Gandhi International Stadium,Pune,field,Pune,runs,34.0,AB Dinda,Hyderabad,Pune,Hyderabad,Pune
980945,172,6,121,171,5,121,2016,Delhi,Feroz Shah Kotla,Delhi,field,Gujarat,runs,1.0,CH Morris,Delhi,Gujarat,Gujarat,Delhi
980947,174,5,120,178,4,113,2016,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,6.0,RG Sharma,Mumbai,Kolkata,Kolkata,Mumbai
980949,195,3,125,196,7,127,2016,Pune,Maharashtra Cricket Association Stadium,Gujarat,field,Gujarat,wickets,3.0,DR Smith,Pune,Gujarat,Pune,Gujarat
980951,186,8,123,159,10,117,2016,Delhi,Feroz Shah Kotla,Kolkata,field,Delhi,runs,27.0,CR Brathwaite,Delhi,Kolkata,Delhi,Kolkata
980953,194,5,124,179,6,122,2016,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,runs,15.0,DA Warner,Hyderabad,Bangalore,Hyderabad,Bangalore
980955,154,10,122,131,9,123,2016,Rajkot,Saurashtra Cricket Association Stadium,Gujarat,field,Punjab,runs,23.0,AR Patel,Gujarat,Punjab,Punjab,Gujarat
980957,159,5,127,161,2,113,2016,Pune,Maharashtra Cricket Association Stadium,Mumbai,field,Mumbai,wickets,8.0,RG Sharma,Pune,Mumbai,Pune,Mumbai
980959,185,7,124,189,5,124,2016,Bangalore,M Chinnaswamy Stadium,Kolkata,field,Kolkata,wickets,5.0,AD Russell,Bangalore,Kolkata,Bangalore,Kolkata
980961,149,7,123,150,2,106,2016,Rajkot,Saurashtra Cricket Association Stadium,Delhi,field,Delhi,wickets,8.0,RR Pant,Gujarat,Delhi,Gujarat,Delhi
980963,164,3,123,157,9,124,2016,Kolkata,Eden Gardens,Punjab,field,Kolkata,runs,7.0,AD Russell,Kolkata,Punjab,Kolkata,Punjab
980965,162,7,127,166,3,121,2016,Delhi,Feroz Shah Kotla,Pune,field,Pune,wickets,7.0,AM Rahane,Delhi,Pune,Delhi,Pune
980967,126,6,125,129,5,117,2016,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,5.0,B Kumar,Hyderabad,Gujarat,Gujarat,Hyderabad
980969,191,6,126,195,3,118,2016,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,7.0,V Kohli,Bangalore,Pune,Pune,Bangalore
980971,181,5,123,172,5,122,2016,Chandigarh,Punjab Cricket Association Stadium,Delhi,field,Punjab,runs,9.0,MP Stoinis,Punjab,Delhi,Punjab,Delhi
980973,177,3,123,92,10,103,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai,field,Hyderabad,runs,85.0,A Nehra,Mumbai,Hyderabad,Hyderabad,Mumbai
980975,158,4,123,164,5,109,2016,Kolkata,Eden Gardens,Gujarat,field,Gujarat,wickets,5.0,P Kumar,Kolkata,Gujarat,Kolkata,Gujarat
980977,175,6,124,174,4,122,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Bangalore,runs,1.0,SR Watson,Punjab,Bangalore,Bangalore,Punjab
980979,137,8,123,133,8,121,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Hyderabad,bat,Hyderabad,runs,4.0,A Zampa,Pune,Hyderabad,Hyderabad,Pune
980981,151,4,122,153,4,122,2016,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Mumbai,wickets,6.0,KH Pandya,Bangalore,Mumbai,Bangalore,Mumbai
980983,146,8,125,150,3,112,2016,Hyderabad,Rajiv Gandhi International Stadium,Delhi,field,Delhi,wickets,7.0,CH Morris,Hyderabad,Delhi,Hyderabad,Delhi
980985,124,9,122,127,3,106,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai,bat,Punjab,wickets,7.0,MP Stoinis,Mumbai,Punjab,Mumbai,Punjab
980987,248,3,122,104,10,120,2016,Bangalore,M Chinnaswamy Stadium,Gujarat,field,Bangalore,runs,144.0,AB de Villiers,Bangalore,Gujarat,Bangalore,Gujarat
980989,103,6,108,66,2,34,2016,Kolkata,Eden Gardens,Pune,bat,Kolkata,wickets,8.0,YK Pathan,Kolkata,Pune,Pune,Kolkata
980991,179,4,120,180,3,123,2016,Chandigarh,Punjab Cricket Association Stadium,Punjab,bat,Hyderabad,wickets,7.0,HM Amla,Punjab,Hyderabad,Punjab,Hyderabad
980993,206,4,121,126,10,116,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi,field,Mumbai,runs,80.0,KH Pandya,Mumbai,Delhi,Mumbai,Delhi
980995,183,5,125,186,1,114,2016,Kolkata,Eden Gardens,Bangalore,field,Bangalore,wickets,9.0,V Kohli,Kolkata,Bangalore,Kolkata,Bangalore
980997,121,6,122,76,1,71,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Pune,field,Pune,runs,19.0,AB Dinda,Pune,Delhi,Delhi,Pune
980999,211,3,97,120,9,89,2016,Bangalore,M Chinnaswamy Stadium,Punjab,field,Bangalore,runs,82.0,V Kohli,Bangalore,Punjab,Bangalore,Punjab
981001,124,8,125,125,4,89,2016,Kanpur,Green Park,Gujarat,field,Gujarat,wickets,6.0,DR Smith,Gujarat,Kolkata,Kolkata,Gujarat
981003,158,7,121,161,4,126,2016,Raipur,Shaheed Veer Narayan Singh International Stadium,Delhi,field,Delhi,wickets,6.0,KK Nair,Delhi,Hyderabad,Hyderabad,Delhi
981005,172,7,123,173,6,127,2016,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Punjab,bat,Pune,wickets,4.0,MS Dhoni,Pune,Punjab,Punjab,Pune
981007,172,8,125,173,4,111,2016,Kanpur,Green Park,Gujarat,field,Gujarat,wickets,6.0,SK Raina,Gujarat,Mumbai,Mumbai,Gujarat
981009,171,6,123,149,8,124,2016,Kolkata,Eden Gardens,Hyderabad,field,Kolkata,runs,22.0,YK Pathan,Kolkata,Hyderabad,Kolkata,Hyderabad
981011,138,8,125,139,4,111,2016,Raipur,Shaheed Veer Narayan Singh International Stadium,Bangalore,field,Bangalore,wickets,6.0,V Kohli,Delhi,Bangalore,Delhi,Bangalore
981013,158,10,125,159,6,115,2016,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Bangalore,wickets,4.0,AB de Villiers,Gujarat,Bangalore,Gujarat,Bangalore
981015,162,8,124,140,8,120,2016,Delhi,Feroz Shah Kotla,Kolkata,field,Hyderabad,runs,22.0,MC Henriques,Hyderabad,Kolkata,Hyderabad,Kolkata
981017,162,7,125,163,6,117,2016,Delhi,Feroz Shah Kotla,Hyderabad,field,Hyderabad,wickets,4.0,DA Warner,Gujarat,Hyderabad,Gujarat,Hyderabad
981019,208,7,126,200,7,124,2016,Bangalore,M Chinnaswamy Stadium,Hyderabad,bat,Hyderabad,runs,8.0,BCJ Cutting,Bangalore,Hyderabad,Hyderabad,Bangalore
1082591,207,4,125,172,10,123,2017,Hyderabad,Rajiv Gandhi International Stadium,Bangalore,field,Hyderabad,runs,35.0,Yuvraj Singh,Hyderabad,Bangalore,Hyderabad,Bangalore
1082592,184,8,125,187,3,122,2017,Pune,Maharashtra Cricket Association Stadium,Pune,field,Pune,wickets,7.0,SPD Smith,Pune,Mumbai,Mumbai,Pune
1082593,183,4,122,184,0,96,2017,Rajkot,Saurashtra Cricket Association Stadium,Kolkata,field,Kolkata,wickets,10.0,CA Lynn,Gujarat,Kolkata,Gujarat,Kolkata
1082594,163,6,125,164,4,122,2017,Indore,Holkar Cricket Stadium,Punjab,field,Punjab,wickets,6.0,GJ Maxwell,Punjab,Pune,Pune,Punjab
1082595,157,8,124,142,9,124,2017,Bengaluru,M.Chinnaswamy Stadium,Bangalore,bat,Bangalore,runs,15.0,KM Jadhav,Bangalore,Delhi,Bangalore,Delhi
1082596,135,7,120,140,1,96,2017,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Hyderabad,wickets,9.0,Rashid Khan,Hyderabad,Gujarat,Gujarat,Hyderabad
1082597,178,7,128,180,6,126,2017,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,4.0,N Rana,Mumbai,Kolkata,Kolkata,Mumbai
1082598,148,4,123,150,2,89,2017,Indore,Holkar Cricket Stadium,Bangalore,bat,Punjab,wickets,8.0,AR Patel,Punjab,Bangalore,Bangalore,Punjab
1082599,205,4,125,108,10,101,2017,Pune,Maharashtra Cricket Association Stadium,Pune,field,Delhi,runs,97.0,SV Samson,Pune,Delhi,Delhi,Pune
1082600,158,8,126,159,6,113,2017,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,4.0,JJ Bumrah,Mumbai,Hyderabad,Hyderabad,Mumbai
1082601,170,9,130,171,2,104,2017,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,8.0,SP Narine,Kolkata,Punjab,Punjab,Kolkata
1082602,142,5,124,145,6,119,2017,Bangalore,M Chinnaswamy Stadium,Mumbai,field,Mumbai,wickets,4.0,KA Pollard,Bangalore,Mumbai,Bangalore,Mumbai
1082603,171,8,124,172,3,112,2017,Rajkot,Saurashtra Cricket Association Stadium,Gujarat,field,Gujarat,wickets,7.0,AJ Tye,Gujarat,Pune,Pune,Gujarat
1082604,172,6,126,155,6,124,2017,Kolkata,Eden Gardens,Hyderabad,field,Kolkata,runs,17.0,RV Uthappa,Kolkata,Hyderabad,Kolkata,Hyderabad
1082605,188,6,127,137,9,121,2017,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,runs,51.0,CJ Anderson,Delhi,Punjab,Delhi,Punjab
1082606,176,4,126,177,4,125,2017,Mumbai,Wankhede Stadium,Mumbai,field,Mumbai,wickets,6.0,N Rana,Mumbai,Gujarat,Gujarat,Mumbai
1082607,161,8,126,134,9,124,2017,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Pune,runs,27.0,BA Stokes,Bangalore,Pune,Pune,Bangalore
1082608,168,7,122,169,6,123,2017,Delhi,Feroz Shah Kotla,Delhi,bat,Kolkata,wickets,4.0,NM Coulter-Nile,Delhi,Kolkata,Delhi,Kolkata
1082609,159,6,125,154,10,124,2017,Hyderabad,Rajiv Gandhi International Stadium,Punjab,field,Hyderabad,runs,5.0,B Kumar,Hyderabad,Punjab,Hyderabad,Punjab
1082610,213,2,123,192,7,126,2017,Rajkot,Saurashtra Cricket Association Stadium,Gujarat,field,Bangalore,runs,21.0,CH Gayle,Gujarat,Bangalore,Bangalore,Gujarat
1082611,191,4,123,176,5,122,2017,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,bat,Hyderabad,runs,15.0,KS Williamson,Hyderabad,Delhi,Hyderabad,Delhi
1082612,198,4,127,199,2,98,2017,Indore,Holkar Cricket Stadium,Mumbai,field,Mumbai,wickets,8.0,JC Buttler,Punjab,Mumbai,Punjab,Mumbai
1082613,187,5,121,188,6,111,2017,Kolkata,Eden Gardens,Gujarat,field,Gujarat,wickets,4.0,SK Raina,Kolkata,Gujarat,Kolkata,Gujarat
1082614,142,8,127,128,7,125,2017,Mumbai,Wankhede Stadium,Delhi,field,Mumbai,runs,14.0,MJ McClenaghan,Mumbai,Delhi,Mumbai,Delhi
1082615,176,3,124,179,4,121,2017,Pune,Maharashtra Cricket Association Stadium,Pune,field,Pune,wickets,6.0,MS Dhoni,Pune,Hyderabad,Hyderabad,Pune
1082616,188,7,121,162,7,124,2017,Rajkot,Saurashtra Cricket Association Stadium,Gujarat,field,Punjab,runs,26.0,HM Amla,Gujarat,Punjab,Punjab,Gujarat
1082617,131,10,121,49,10,62,2017,Kolkata,Eden Gardens,Bangalore,field,Kolkata,runs,82.0,NM Coulter-Nile,Kolkata,Bangalore,Kolkata,Bangalore
1082618,160,6,122,157,8,123,2017,Mumbai,Wankhede Stadium,Mumbai,field,Pune,runs,3.0,BA Stokes,Mumbai,Pune,Pune,Mumbai
1082620,182,5,125,184,3,114,2017,Pune,Maharashtra Cricket Association Stadium,Kolkata,field,Kolkata,wickets,7.0,RV Uthappa,Pune,Kolkata,Pune,Kolkata
1082621,134,10,123,135,3,89,2017,Bangalore,M Chinnaswamy Stadium,Gujarat,field,Gujarat,wickets,7.0,AJ Tye,Bangalore,Gujarat,Bangalore,Gujarat
1082622,160,6,122,161,3,99,2017,Kolkata,Eden Gardens,Kolkata,field,Kolkata,wickets,7.0,G Gambhir,Kolkata,Delhi,Delhi,Kolkata
1082623,207,3,122,181,9,121,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Hyderabad,runs,26.0,Rashid Khan,Punjab,Hyderabad,Hyderabad,Punjab
1082624,157,3,123,96,9,122,2017,Pune,Maharashtra Cricket Association Stadium,Bangalore,field,Pune,runs,61.0,LH Ferguson,Pune,Bangalore,Pune,Bangalore
1082626,67,10,108,68,0,49,2017,Chandigarh,Punjab Cricket Association Stadium,Punjab,field,Punjab,wickets,10.0,Sandeep Sharma,Punjab,Delhi,Delhi,Punjab
1082627,209,3,125,161,7,122,2017,Hyderabad,Rajiv Gandhi International Stadium,Kolkata,field,Hyderabad,runs,48.0,DA Warner,Hyderabad,Kolkata,Hyderabad,Kolkata
1082628,162,8,122,165,6,123,2017,Mumbai,Wankhede Stadium,Bangalore,bat,Mumbai,wickets,5.0,RG Sharma,Mumbai,Bangalore,Bangalore,Mumbai
1082629,161,10,121,167,5,123,2017,Pune,Maharashtra Cricket Association Stadium,Pune,field,Pune,wickets,5.0,BA Stokes,Pune,Gujarat,Gujarat,Pune
1082630,185,3,123,189,4,117,2017,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,wickets,6.0,Mohammed Shami,Delhi,Hyderabad,Hyderabad,Delhi
1082631,155,8,120,158,6,118,2017,Kolkata,Eden Gardens,Pune,field,Pune,wickets,4.0,RA Tripathi,Kolkata,Pune,Kolkata,Pune
1082632,208,7,124,214,3,110,2017,Delhi,Feroz Shah Kotla,Delhi,field,Delhi,wickets,7.0,RR Pant,Delhi,Gujarat,Gujarat,Delhi
1082633,138,7,123,119,10,117,2017,Bangalore,M Chinnaswamy Stadium,Bangalore,field,Punjab,runs,19.0,Sandeep Sharma,Bangalore,Punjab,Punjab,Bangalore
1082634,148,8,124,136,9,122,2017,Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,field,Pune,runs,12.0,JD Unadkat,Hyderabad,Pune,Pune,Hyderabad
1082635,212,3,128,66,10,83,2017,Delhi,Feroz Shah Kotla,Delhi,field,Mumbai,runs,146.0,LMP Simmons,Delhi,Mumbai,Mumbai,Delhi
1082636,158,6,122,159,4,94,2017,Bangalore,M Chinnaswamy Stadium,Kolkata,field,Kolkata,wickets,6.0,SP Narine,Bangalore,Kolkata,Bangalore,Kolkata
1082637,189,3,123,192,4,121,2017,Chandigarh,Punjab Cricket Association Stadium,Gujarat,field,Gujarat,wickets,6.0,DR Smith,Punjab,Gujarat,Punjab,Gujarat
1082638,138,7,126,140,3,112,2017,Hyderabad,Rajiv Gandhi International Stadium,Mumbai,bat,Hyderabad,wickets,7.0,S Dhawan,Hyderabad,Mumbai,Mumbai,Hyderabad
1082639,167,6,126,153,6,122,2017,Chandigarh,Punjab Cricket Association Stadium,Kolkata,field,Punjab,runs,14.0,MM Sharma,Punjab,Kolkata,Punjab,Kolkata
1082640,195,5,124,197,8,119,2017,Kanpur,Green Park,Delhi,field,Delhi,wickets,2.0,SS Iyer,Gujarat,Delhi,Gujarat,Delhi
1082641,230,3,129,223,6,126,2017,Mumbai,Wankhede Stadium,Mumbai,field,Punjab,runs,7.0,WP Saha,Mumbai,Punjab,Punjab,Mumbai
1082642,168,8,124,161,7,125,2017,Delhi,Feroz Shah Kotla,Delhi,bat,Delhi,runs,7.0,KK Nair,Delhi,Pune,Delhi,Pune
1082643,154,10,118,158,2,110,2017,Kanpur,Green Park,Hyderabad,field,Hyderabad,wickets,8.0,Mohammed Siraj,Gujarat,Hyderabad,Gujarat,Hyderabad
