Unnamed: 0,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,player_dismissed,dismissal_kind,id,season,city,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,target_runs,target_overs,super_over,umpire1,umpire2,year
1488,1,Hyderabad,Delhi,11,3,RG Sharma,MF Maharoof,Shahid Afridi,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1489,1,Hyderabad,Delhi,11,4,Shahid Afridi,MF Maharoof,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1490,1,Hyderabad,Delhi,11,5,RG Sharma,MF Maharoof,Shahid Afridi,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1491,1,Hyderabad,Delhi,11,6,Shahid Afridi,MF Maharoof,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1492,1,Hyderabad,Delhi,12,1,Shahid Afridi,R Bhatia,RG Sharma,0,0,0,No_extras,1,Shahid Afridi,lbw,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1493,1,Hyderabad,Delhi,12,2,SB Bangar,R Bhatia,RG Sharma,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1494,1,Hyderabad,Delhi,12,3,SB Bangar,R Bhatia,RG Sharma,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1495,1,Hyderabad,Delhi,12,4,SB Bangar,R Bhatia,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1496,1,Hyderabad,Delhi,12,5,RG Sharma,R Bhatia,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1497,1,Hyderabad,Delhi,12,6,SB Bangar,R Bhatia,RG Sharma,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1498,1,Hyderabad,Delhi,13,1,RG Sharma,VY Mahesh,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1499,1,Hyderabad,Delhi,13,2,SB Bangar,VY Mahesh,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1500,1,Hyderabad,Delhi,13,3,RG Sharma,VY Mahesh,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1501,1,Hyderabad,Delhi,13,4,SB Bangar,VY Mahesh,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1502,1,Hyderabad,Delhi,13,5,RG Sharma,VY Mahesh,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1503,1,Hyderabad,Delhi,13,6,SB Bangar,VY Mahesh,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1504,1,Hyderabad,Delhi,14,1,SB Bangar,R Bhatia,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1505,1,Hyderabad,Delhi,14,2,RG Sharma,R Bhatia,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1506,1,Hyderabad,Delhi,14,3,SB Bangar,R Bhatia,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1507,1,Hyderabad,Delhi,14,4,RG Sharma,R Bhatia,SB Bangar,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1508,1,Hyderabad,Delhi,14,5,RG Sharma,R Bhatia,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1509,1,Hyderabad,Delhi,14,6,SB Bangar,R Bhatia,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1510,1,Hyderabad,Delhi,15,1,SB Bangar,Mohammad Asif,RG Sharma,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1511,1,Hyderabad,Delhi,15,2,SB Bangar,Mohammad Asif,RG Sharma,0,1,1,legbyes,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1512,1,Hyderabad,Delhi,15,3,RG Sharma,Mohammad Asif,SB Bangar,6,0,6,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1513,1,Hyderabad,Delhi,15,4,RG Sharma,Mohammad Asif,SB Bangar,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1514,1,Hyderabad,Delhi,15,5,SB Bangar,Mohammad Asif,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1515,1,Hyderabad,Delhi,15,6,RG Sharma,Mohammad Asif,SB Bangar,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1516,1,Hyderabad,Delhi,16,1,SB Bangar,R Bhatia,RG Sharma,0,0,0,No_extras,1,SB Bangar,run out,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1517,1,Hyderabad,Delhi,16,2,AS Yadav,R Bhatia,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1518,1,Hyderabad,Delhi,16,3,RG Sharma,R Bhatia,AS Yadav,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1519,1,Hyderabad,Delhi,16,4,RG Sharma,R Bhatia,AS Yadav,6,0,6,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1520,1,Hyderabad,Delhi,16,5,RG Sharma,R Bhatia,AS Yadav,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1521,1,Hyderabad,Delhi,16,6,AS Yadav,R Bhatia,RG Sharma,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1522,1,Hyderabad,Delhi,17,1,RG Sharma,MF Maharoof,AS Yadav,6,0,6,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1523,1,Hyderabad,Delhi,17,2,RG Sharma,MF Maharoof,AS Yadav,6,0,6,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1524,1,Hyderabad,Delhi,17,3,RG Sharma,MF Maharoof,AS Yadav,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1525,1,Hyderabad,Delhi,17,4,RG Sharma,MF Maharoof,AS Yadav,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1526,1,Hyderabad,Delhi,17,5,RG Sharma,MF Maharoof,AS Yadav,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1527,1,Hyderabad,Delhi,17,6,RG Sharma,MF Maharoof,AS Yadav,2,0,2,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1528,1,Hyderabad,Delhi,18,1,AS Yadav,R Bhatia,RG Sharma,2,0,2,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1529,1,Hyderabad,Delhi,18,2,AS Yadav,R Bhatia,RG Sharma,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1530,1,Hyderabad,Delhi,18,3,AS Yadav,R Bhatia,RG Sharma,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1531,1,Hyderabad,Delhi,18,4,RG Sharma,R Bhatia,AS Yadav,0,0,0,No_extras,1,RG Sharma,caught,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1532,1,Hyderabad,Delhi,18,5,WPUJC Vaas,R Bhatia,AS Yadav,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1533,1,Hyderabad,Delhi,18,6,AS Yadav,R Bhatia,WPUJC Vaas,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1534,1,Hyderabad,Delhi,19,1,WPUJC Vaas,VY Mahesh,AS Yadav,0,1,1,legbyes,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1535,1,Hyderabad,Delhi,19,2,AS Yadav,VY Mahesh,WPUJC Vaas,0,0,0,No_extras,1,AS Yadav,caught,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1536,1,Hyderabad,Delhi,19,3,WPUJC Vaas,VY Mahesh,RP Singh,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1537,1,Hyderabad,Delhi,19,4,RP Singh,VY Mahesh,WPUJC Vaas,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1538,1,Hyderabad,Delhi,19,5,WPUJC Vaas,VY Mahesh,RP Singh,2,0,2,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1539,1,Hyderabad,Delhi,19,6,WPUJC Vaas,VY Mahesh,RP Singh,6,1,7,noballs,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1540,1,Hyderabad,Delhi,19,7,WPUJC Vaas,VY Mahesh,RP Singh,2,0,2,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1541,2,Delhi,Hyderabad,0,1,G Gambhir,WPUJC Vaas,V Sehwag,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1542,2,Delhi,Hyderabad,0,2,V Sehwag,WPUJC Vaas,G Gambhir,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1543,2,Delhi,Hyderabad,0,3,G Gambhir,WPUJC Vaas,V Sehwag,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1544,2,Delhi,Hyderabad,0,4,V Sehwag,WPUJC Vaas,G Gambhir,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1545,2,Delhi,Hyderabad,0,5,V Sehwag,WPUJC Vaas,G Gambhir,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1546,2,Delhi,Hyderabad,0,6,G Gambhir,WPUJC Vaas,V Sehwag,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1547,2,Delhi,Hyderabad,1,1,V Sehwag,RP Singh,G Gambhir,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1548,2,Delhi,Hyderabad,1,2,V Sehwag,RP Singh,G Gambhir,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1549,2,Delhi,Hyderabad,1,3,V Sehwag,RP Singh,G Gambhir,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1550,2,Delhi,Hyderabad,1,4,G Gambhir,RP Singh,V Sehwag,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1551,2,Delhi,Hyderabad,1,5,G Gambhir,RP Singh,V Sehwag,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1552,2,Delhi,Hyderabad,1,6,V Sehwag,RP Singh,G Gambhir,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1553,2,Delhi,Hyderabad,2,1,G Gambhir,WPUJC Vaas,V Sehwag,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1554,2,Delhi,Hyderabad,2,2,V Sehwag,WPUJC Vaas,G Gambhir,2,0,2,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1555,2,Delhi,Hyderabad,2,3,V Sehwag,WPUJC Vaas,G Gambhir,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1556,2,Delhi,Hyderabad,2,4,V Sehwag,WPUJC Vaas,G Gambhir,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1557,2,Delhi,Hyderabad,2,5,G Gambhir,WPUJC Vaas,V Sehwag,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1558,2,Delhi,Hyderabad,2,6,G Gambhir,WPUJC Vaas,V Sehwag,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1559,2,Delhi,Hyderabad,3,1,V Sehwag,RP Singh,G Gambhir,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1560,2,Delhi,Hyderabad,3,2,V Sehwag,RP Singh,G Gambhir,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1561,2,Delhi,Hyderabad,3,3,G Gambhir,RP Singh,V Sehwag,0,0,0,No_extras,1,G Gambhir,caught,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1562,2,Delhi,Hyderabad,3,4,S Dhawan,RP Singh,V Sehwag,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1563,2,Delhi,Hyderabad,3,5,S Dhawan,RP Singh,V Sehwag,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1564,2,Delhi,Hyderabad,3,6,V Sehwag,RP Singh,S Dhawan,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1565,2,Delhi,Hyderabad,4,1,S Dhawan,WPUJC Vaas,V Sehwag,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1566,2,Delhi,Hyderabad,4,2,S Dhawan,WPUJC Vaas,V Sehwag,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1567,2,Delhi,Hyderabad,4,3,S Dhawan,WPUJC Vaas,V Sehwag,1,0,1,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1568,2,Delhi,Hyderabad,4,4,V Sehwag,WPUJC Vaas,S Dhawan,4,0,4,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
1569,2,Delhi,Hyderabad,4,5,V Sehwag,WPUJC Vaas,S Dhawan,0,0,0,No_extras,0,Not_Dismissed,Not_Dismissed,335988,2008,Hyderabad,League,V Sehwag,Rajiv Gandhi International Stadium,Hyderabad,Delhi,Hyderabad,bat,Delhi,wickets,143.0,20.0,N,IL Howell,AM Saheba,2008
